TransactionID,PurchaseDate,CustomerID,Gender,MaritalStatus,Homeowner,Children,AnnualIncome,City,State,Country,ProductFamily,ProductDepartment,ProductCategory,UnitsSold,Revenue
11122,2018-08-26,5952,M,S,N,2,$10K - $30K,Seattle,WA,USA,Food,Breakfast Foods,Breakfast Foods,5,23.28
11123,2018-08-26,6042,M,M,N,4,$30K - $50K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,6,18.16
11124,2018-08-26,2510,M,S,N,1,$10K - $30K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,4,24.29
11125,2018-08-26,5172,M,S,N,2,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Produce,Fruit,4,5.81
11126,2018-08-27,2838,M,S,N,1,$50K - $70K,San Andres,DF,Mexico,Food,Produce,Vegetables,4,14.50
11127,2018-08-27,9343,F,M,Y,5,$130K - $150K,Portland,OR,USA,Food,Snacks,Candy,5,16.93
11128,2018-08-27,2260,M,M,N,4,$150K +,San Diego,CA,USA,Food,Deli,Meat,4,1.42
11129,2018-08-27,7936,M,M,N,1,$10K - $30K,Vancouver,BC,Canada,Food,Deli,Meat,2,9.42
11130,2018-08-27,2258,F,M,Y,1,$10K - $30K,Portland,OR,USA,Non-Consumable,Household,Hardware,2,14.78
11131,2018-08-27,1282,F,S,N,3,$30K - $50K,Bremerton,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,14.08
11132,2018-08-27,7627,F,M,Y,4,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,3,5.88
11133,2018-08-27,225,M,S,N,5,$30K - $50K,Portland,OR,USA,Food,Canned Products,Fruit,5,7.98
11134,2018-08-27,9685,F,S,Y,3,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Vegetables,2,11.10
11135,2018-08-27,9942,M,M,Y,1,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Baking Goods,Baking Goods,5,13.93
11136,2018-08-27,1567,M,M,Y,2,$50K - $70K,Spokane,WA,USA,Food,Breakfast Foods,Breakfast Foods,4,12.35
11137,2018-08-27,3982,F,S,N,3,$30K - $50K,Merida,Yucatan,Mexico,Food,Breakfast Foods,Breakfast Foods,4,9.46
11138,2018-08-27,5654,F,S,Y,4,$110K - $130K,Camacho,Zacatecas,Mexico,Food,Deli,Meat,3,24.29
11139,2018-08-27,9766,F,M,Y,0,$70K - $90K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Cleaning Supplies,2,8.83
11140,2018-08-27,5766,M,M,Y,5,$70K - $90K,Spokane,WA,USA,Food,Deli,Meat,3,7.49
11141,2018-08-27,364,F,M,Y,4,$50K - $70K,Los Angeles,CA,USA,Food,Produce,Vegetables,4,25.27
11142,2018-08-27,10104,F,M,Y,4,$10K - $30K,Los Angeles,CA,USA,Drink,Beverages,Carbonated Beverages,3,4.36
11143,2018-08-27,9318,M,M,Y,1,$110K - $130K,Spokane,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,8.06
11144,2018-08-27,6297,F,S,Y,2,$30K - $50K,Seattle,WA,USA,Food,Frozen Foods,Meat,2,5.28
11145,2018-08-27,6587,M,M,N,5,$30K - $50K,Vancouver,BC,Canada,Food,Canned Foods,Canned Anchovies,3,4.08
11146,2018-08-27,7437,M,S,Y,4,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Vegetables,5,13.03
11147,2018-08-27,8429,M,S,Y,1,$30K - $50K,Vancouver,BC,Canada,Food,Snacks,Candy,5,5.97
11148,2018-08-27,4903,M,M,Y,2,$50K - $70K,Bremerton,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,35.19
11149,2018-08-27,7594,M,S,N,4,$30K - $50K,Portland,OR,USA,Non-Consumable,Household,Paper Products,4,6.41
11150,2018-08-27,3518,M,S,N,3,$30K - $50K,Mexico City,DF,Mexico,Food,Produce,Vegetables,4,12.08
11151,2018-08-28,4932,F,S,Y,0,$50K - $70K,Camacho,Zacatecas,Mexico,Non-Consumable,Checkout,Hardware,6,4.82
11152,2018-08-28,5642,M,S,N,4,$30K - $50K,Merida,Yucatan,Mexico,Non-Consumable,Household,Hardware,5,13.22
11153,2018-08-28,9249,F,M,N,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Baking Goods,Jams and Jellies,4,5.70
11154,2018-08-28,1171,F,S,Y,2,$50K - $70K,San Andres,DF,Mexico,Food,Baked Goods,Bread,3,5.11
11155,2018-08-28,7831,F,M,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Entrees,5,17.63
11156,2018-08-28,8870,M,S,N,1,$70K - $90K,Merida,Yucatan,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,5,29.43
11157,2018-08-28,6669,M,M,Y,4,$50K - $70K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,4,6.24
11158,2018-08-28,1583,F,M,N,1,$110K - $130K,Seattle,WA,USA,Food,Baking Goods,Jams and Jellies,5,11.48
11159,2018-08-28,7660,F,S,N,4,$10K - $30K,Los Angeles,CA,USA,Food,Snack Foods,Snack Foods,4,11.04
11160,2018-08-28,9403,M,M,N,0,$30K - $50K,Los Angeles,CA,USA,Food,Seafood,Seafood,3,10.69
11161,2018-08-28,2201,F,M,Y,2,$30K - $50K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,4,6.72
11162,2018-08-28,4727,F,M,Y,4,$150K +,Spokane,WA,USA,Food,Starchy Foods,Starchy Foods,7,12.32
11163,2018-08-28,3002,M,S,Y,0,$110K - $130K,San Andres,DF,Mexico,Food,Snacks,Candy,5,7.50
11164,2018-08-28,8867,F,M,Y,3,$10K - $30K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,5,14.79
11165,2018-08-28,1874,M,S,Y,2,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Household,Paper Products,6,19.68
11166,2018-08-28,3706,M,S,N,2,$70K - $90K,Salem,OR,USA,Non-Consumable,Household,Paper Products,3,9.70
11167,2018-08-28,7816,M,M,Y,4,$30K - $50K,San Andres,DF,Mexico,Food,Produce,Fruit,5,33.18
11168,2018-08-28,5956,M,S,N,4,$30K - $50K,Walla Walla,WA,USA,Food,Produce,Fruit,4,6.51
11169,2018-08-28,3500,M,S,Y,0,$90K - $110K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,5,16.37
11170,2018-08-28,4386,M,S,N,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Pizza,6,20.34
11171,2018-08-28,6159,M,S,Y,1,$10K - $30K,Orizaba,Veracruz,Mexico,Food,Produce,Vegetables,4,6.94
11172,2018-08-29,8784,F,S,Y,2,$30K - $50K,San Diego,CA,USA,Food,Dairy,Dairy,3,5.34
11173,2018-08-29,2118,F,S,N,4,$10K - $30K,Merida,Yucatan,Mexico,Non-Consumable,Household,Electrical,3,3.54
11174,2018-08-29,3558,F,S,N,0,$70K - $90K,San Diego,CA,USA,Food,Produce,Vegetables,5,29.68
11175,2018-08-29,7541,M,M,Y,5,$10K - $30K,San Diego,CA,USA,Food,Canned Foods,Canned Oysters,4,17.50
11176,2018-08-29,6324,F,S,Y,3,$30K - $50K,Yakima,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,4,13.92
11177,2018-08-29,7107,M,M,Y,4,$30K - $50K,San Andres,DF,Mexico,Food,Deli,Side Dishes,4,17.87
11178,2018-08-29,3543,M,S,N,4,$50K - $70K,Portland,OR,USA,Food,Snack Foods,Snack Foods,6,9.02
11179,2018-08-29,1910,F,S,Y,1,$10K - $30K,San Andres,DF,Mexico,Non-Consumable,Health and Hygiene,Pain Relievers,3,9.46
11180,2018-08-29,4226,F,M,Y,5,$70K - $90K,Hidalgo,Zacatecas,Mexico,Non-Consumable,Health and Hygiene,Cold Remedies,5,14.74
11181,2018-08-29,4620,F,M,Y,1,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Baking Goods,Jams and Jellies,3,4.51
11182,2018-08-29,5295,M,S,Y,3,$30K - $50K,Spokane,WA,USA,Food,Produce,Fruit,7,37.00
11183,2018-08-29,7072,F,S,Y,2,$90K - $110K,Spokane,WA,USA,Food,Produce,Vegetables,3,6.47
11184,2018-08-29,4953,M,S,N,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Starchy Foods,Starchy Foods,4,3.80
11185,2018-08-29,3691,M,M,Y,3,$130K - $150K,Tacoma,WA,USA,Food,Frozen Foods,Frozen Desserts,3,3.98
11186,2018-08-29,7069,F,M,N,3,$130K - $150K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Pizza,3,8.70
11187,2018-08-29,1310,F,M,Y,4,$10K - $30K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,9.60
11188,2018-08-29,7860,M,M,N,2,$30K - $50K,Orizaba,Veracruz,Mexico,Drink,Beverages,Hot Beverages,6,19.11
11189,2018-08-29,8667,M,M,Y,3,$50K - $70K,Salem,OR,USA,Food,Snack Foods,Snack Foods,5,7.88
11190,2018-08-29,4868,F,M,Y,3,$130K - $150K,Spokane,WA,USA,Food,Baking Goods,Jams and Jellies,3,6.52
11191,2018-08-29,3725,M,M,Y,4,$110K - $130K,Yakima,WA,USA,Food,Starchy Foods,Starchy Foods,4,17.94
11192,2018-08-29,8824,F,S,Y,3,$90K - $110K,Seattle,WA,USA,Food,Deli,Meat,6,19.34
11193,2018-08-29,1236,M,S,Y,3,$70K - $90K,Mexico City,DF,Mexico,Food,Produce,Fruit,5,10.13
11194,2018-08-29,3957,M,S,Y,4,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Produce,Specialty,4,23.76
11195,2018-08-29,5114,F,M,N,3,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,6,10.44
11196,2018-08-29,843,M,S,Y,0,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Frozen Foods,Pizza,6,8.06
11197,2018-08-29,3440,F,M,Y,4,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,5,10.44
11198,2018-08-29,9029,M,S,N,1,$10K - $30K,Bremerton,WA,USA,Food,Produce,Fruit,3,19.60
11199,2018-08-29,9038,M,S,N,0,$50K - $70K,Vancouver,BC,Canada,Non-Consumable,Household,Cleaning Supplies,6,14.76
11200,2018-08-30,7141,M,M,Y,3,$30K - $50K,Tacoma,WA,USA,Non-Consumable,Household,Bathroom Products,6,27.14
11201,2018-08-30,3746,F,S,N,3,$10K - $30K,San Diego,CA,USA,Food,Produce,Vegetables,4,26.52
11202,2018-08-30,6347,F,M,Y,5,$30K - $50K,Tacoma,WA,USA,Food,Produce,Specialty,2,15.23
11203,2018-08-30,2468,F,S,Y,4,$130K - $150K,Salem,OR,USA,Non-Consumable,Household,Electrical,5,22.40
11204,2018-08-30,4225,M,S,N,1,$110K - $130K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Pizza,4,3.24
11205,2018-08-30,4075,M,M,Y,2,$70K - $90K,Bremerton,WA,USA,Food,Frozen Foods,Pizza,3,11.82
11206,2018-08-30,8119,F,M,Y,0,$50K - $70K,Beverly Hills,CA,USA,Non-Consumable,Household,Kitchen Products,4,1.32
11207,2018-08-30,8768,F,S,Y,1,$90K - $110K,Portland,OR,USA,Non-Consumable,Household,Paper Products,4,13.11
11208,2018-08-30,2850,M,S,N,4,$10K - $30K,Bremerton,WA,USA,Food,Frozen Foods,Breakfast Foods,5,15.56
11209,2018-08-30,5055,M,S,N,5,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Packaged Vegetables,7,17.54
11210,2018-08-30,3504,F,M,Y,4,$50K - $70K,Walla Walla,WA,USA,Non-Consumable,Household,Paper Products,1,4.98
11211,2018-08-30,5374,M,M,Y,3,$30K - $50K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,4,7.67
11212,2018-08-30,10280,F,M,Y,5,$150K +,Tacoma,WA,USA,Food,Snacks,Candy,6,7.00
11213,2018-08-30,6074,M,M,N,1,$30K - $50K,Bellingham,WA,USA,Food,Dairy,Dairy,1,3.75
11214,2018-08-30,3086,M,S,Y,1,$30K - $50K,Seattle,WA,USA,Food,Produce,Fruit,4,33.10
11215,2018-08-30,5398,F,M,Y,5,$30K - $50K,Tacoma,WA,USA,Food,Frozen Foods,Pizza,4,23.49
11216,2018-08-30,2480,M,M,Y,0,$30K - $50K,San Andres,DF,Mexico,Drink,Alcoholic Beverages,Beer and Wine,4,3.15
11217,2018-08-30,8599,F,S,Y,2,$10K - $30K,Seattle,WA,USA,Food,Canned Foods,Canned Clams,5,26.38
11218,2018-08-30,619,M,M,Y,2,$70K - $90K,Salem,OR,USA,Food,Dairy,Dairy,4,9.97
11219,2018-08-30,6237,F,S,Y,3,$10K - $30K,Salem,OR,USA,Drink,Beverages,Carbonated Beverages,5,6.60
11220,2018-08-30,6222,M,S,Y,1,$90K - $110K,San Andres,DF,Mexico,Food,Produce,Specialty,3,17.14
11221,2018-08-30,1550,F,S,N,2,$30K - $50K,Orizaba,Veracruz,Mexico,Food,Snack Foods,Snack Foods,4,22.45
11222,2018-08-30,2118,F,S,N,4,$10K - $30K,Merida,Yucatan,Mexico,Food,Frozen Foods,Vegetables,4,33.86
11223,2018-08-30,5129,F,S,N,2,$50K - $70K,Merida,Yucatan,Mexico,Food,Dairy,Dairy,6,17.10
11224,2018-08-30,5476,M,M,Y,4,$50K - $70K,Salem,OR,USA,Food,Deli,Side Dishes,6,19.84
11225,2018-08-30,5572,F,S,Y,5,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Meat,4,16.92
11226,2018-08-30,3168,M,M,Y,5,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Produce,Specialty,7,35.25
11227,2018-08-31,5631,M,S,Y,5,$110K - $130K,San Diego,CA,USA,Food,Snack Foods,Snack Foods,6,8.01
11228,2018-08-31,6167,M,S,Y,0,$90K - $110K,San Diego,CA,USA,Food,Starchy Foods,Starchy Foods,3,29.55
11229,2018-08-31,4373,M,S,Y,0,$50K - $70K,Portland,OR,USA,Food,Snack Foods,Snack Foods,6,24.70
11230,2018-08-31,6311,M,S,Y,2,$70K - $90K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Breakfast Foods,6,7.17
11231,2018-08-31,8827,M,S,Y,0,$150K +,Vancouver,BC,Canada,Food,Starchy Foods,Starchy Foods,3,13.14
11232,2018-08-31,3759,F,S,N,2,$30K - $50K,Salem,OR,USA,Food,Snack Foods,Snack Foods,3,13.79
11233,2018-08-31,105,M,M,Y,3,$150K +,San Diego,CA,USA,Food,Baked Goods,Bread,5,10.85
11234,2018-08-31,8272,F,M,Y,1,$110K - $130K,Beverly Hills,CA,USA,Food,Baking Goods,Jams and Jellies,3,7.95
11235,2018-08-31,3961,M,S,N,3,$30K - $50K,San Andres,DF,Mexico,Food,Frozen Foods,Vegetables,3,12.70
11236,2018-08-31,7884,F,M,Y,1,$30K - $50K,Portland,OR,USA,Food,Starchy Foods,Starchy Foods,5,21.63
11237,2018-08-31,7963,M,S,N,3,$30K - $50K,Portland,OR,USA,Food,Deli,Meat,5,21.98
11238,2018-08-31,4953,M,S,N,5,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Vegetables,5,10.89
11239,2018-08-31,9956,F,S,Y,4,$130K - $150K,Tacoma,WA,USA,Food,Produce,Fruit,4,9.45
11240,2018-08-31,7306,F,S,Y,4,$30K - $50K,Los Angeles,CA,USA,Food,Dairy,Dairy,5,5.90
11241,2018-08-31,4454,M,S,N,2,$70K - $90K,Seattle,WA,USA,Food,Produce,Specialty,4,24.29
11242,2018-08-31,817,F,S,Y,2,$30K - $50K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,4,23.86
11243,2018-08-31,2446,M,S,Y,0,$10K - $30K,Camacho,Zacatecas,Mexico,Food,Snack Foods,Snack Foods,2,10.15
11244,2018-08-31,4985,M,S,N,3,$70K - $90K,Yakima,WA,USA,Food,Baking Goods,Jams and Jellies,5,18.63
11245,2018-08-31,5927,M,M,Y,2,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Canned Foods,Canned Soup,5,4.03
11246,2018-08-31,305,F,S,N,4,$70K - $90K,Vancouver,BC,Canada,Food,Dairy,Dairy,6,7.78
11247,2018-08-31,4571,F,M,Y,5,$30K - $50K,Camacho,Zacatecas,Mexico,Food,Dairy,Dairy,3,6.20
11248,2018-08-31,4914,F,S,N,1,$50K - $70K,Hidalgo,Zacatecas,Mexico,Drink,Alcoholic Beverages,Beer and Wine,3,6.34
11249,2018-08-31,5348,F,S,N,3,$10K - $30K,Hidalgo,Zacatecas,Mexico,Food,Frozen Foods,Breakfast Foods,4,5.71
11250,2018-08-31,10118,F,S,Y,1,$150K +,Salem,OR,USA,Non-Consumable,Health and Hygiene,Cold Remedies,5,11.48
11251,2018-08-31,7140,M,S,N,0,$50K - $70K,San Diego,CA,USA,Non-Consumable,Household,Kitchen Products,3,13.85
11252,2018-08-31,10226,F,S,N,3,$10K - $30K,Yakima,WA,USA,Food,Frozen Foods,Frozen Entrees,3,3.19
11253,2018-08-31,7231,M,S,Y,3,$130K - $150K,Acapulco,Guerrero,Mexico,Food,Snack Foods,Snack Foods,4,9.47
11254,2018-08-31,8704,F,S,N,3,$50K - $70K,Acapulco,Guerrero,Mexico,Food,Dairy,Dairy,4,9.94
11255,2018-08-31,955,F,M,Y,3,$10K - $30K,Los Angeles,CA,USA,Food,Meat,Meat,4,11.26
11256,2018-08-31,7708,M,M,Y,3,$10K - $30K,Los Angeles,CA,USA,Non-Consumable,Household,Paper Products,3,11.32
11257,2018-09-01,7221,F,S,N,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Produce,Vegetables,3,7.46
11258,2018-09-01,309,M,S,N,0,$110K - $130K,Victoria,BC,Canada,Food,Snack Foods,Snack Foods,6,17.90
11259,2018-09-01,3335,F,M,Y,2,$50K - $70K,San Andres,DF,Mexico,Non-Consumable,Household,Paper Products,4,16.38
11260,2018-09-01,823,M,S,N,3,$30K - $50K,San Diego,CA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,6.60
11261,2018-09-01,1508,M,S,N,1,$50K - $70K,Walla Walla,WA,USA,Food,Deli,Meat,4,7.67
11262,2018-09-01,2832,M,S,N,4,$10K - $30K,Salem,OR,USA,Food,Produce,Fruit,4,26.12
11263,2018-09-01,5002,M,M,Y,2,$110K - $130K,Yakima,WA,USA,Food,Snack Foods,Snack Foods,4,5.08
11264,2018-09-01,2594,M,M,Y,3,$70K - $90K,Tacoma,WA,USA,Food,Dairy,Dairy,5,6.20
11265,2018-09-01,5790,M,M,Y,2,$70K - $90K,Tacoma,WA,USA,Food,Produce,Fruit,5,12.53
11266,2018-09-01,7831,F,M,Y,4,$10K - $30K,Tacoma,WA,USA,Food,Baking Goods,Jams and Jellies,2,10.67
11267,2018-09-01,5691,F,M,Y,1,$130K - $150K,San Andres,DF,Mexico,Food,Breakfast Foods,Breakfast Foods,3,8.22
11268,2018-09-01,144,M,S,Y,3,$10K - $30K,Vancouver,BC,Canada,Food,Snack Foods,Snack Foods,2,1.76
11269,2018-09-01,8405,F,S,N,3,$50K - $70K,Camacho,Zacatecas,Mexico,Drink,Dairy,Dairy,4,13.17
11270,2018-09-01,9093,M,S,N,2,$30K - $50K,Vancouver,BC,Canada,Food,Produce,Fruit,4,3.86
11271,2018-09-01,2840,M,S,Y,2,$130K - $150K,Vancouver,BC,Canada,Non-Consumable,Health and Hygiene,Bathroom Products,6,10.80
11272,2018-09-01,4983,M,S,N,2,$10K - $30K,Acapulco,Guerrero,Mexico,Food,Produce,Vegetables,6,6.70
11273,2018-09-01,3329,M,M,Y,2,$30K - $50K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,4,3.06
11274,2018-09-01,9610,M,S,N,2,$30K - $50K,Merida,Yucatan,Mexico,Food,Produce,Specialty,3,3.42
11275,2018-09-01,7328,F,S,N,0,$50K - $70K,Camacho,Zacatecas,Mexico,Non-Consumable,Carousel,Specialty,4,24.84
11276,2018-09-01,5580,M,M,Y,3,$70K - $90K,Los Angeles,CA,USA,Food,Canned Foods,Vegetables,4,13.57
11277,2018-09-01,6499,F,M,Y,3,$70K - $90K,Tacoma,WA,USA,Food,Dairy,Dairy,3,7.74
11278,2018-09-01,9897,M,M,N,1,$10K - $30K,Spokane,WA,USA,Food,Deli,Side Dishes,5,11.60
11279,2018-09-01,8728,M,M,Y,2,$10K - $30K,San Andres,DF,Mexico,Food,Snack Foods,Snack Foods,5,15.44
11280,2018-09-01,9461,M,S,N,4,$10K - $30K,Tacoma,WA,USA,Food,Snack Foods,Snack Foods,6,14.08
11281,2018-09-01,6240,M,S,N,4,$30K - $50K,Camacho,Zacatecas,Mexico,Non-Consumable,Household,Paper Products,3,4.94
11282,2018-09-01,4228,M,M,Y,4,$30K - $50K,Seattle,WA,USA,Food,Deli,Meat,3,2.30
11283,2018-09-01,1502,F,S,N,5,$70K - $90K,Vancouver,BC,Canada,Food,Frozen Foods,Frozen Desserts,2,7.68
11284,2018-09-01,2039,F,S,N,1,$30K - $50K,Portland,OR,USA,Food,Baking Goods,Baking Goods,4,18.30
11285,2018-09-01,1559,F,S,Y,2,$10K - $30K,Beverly Hills,CA,USA,Food,Produce,Fruit,4,8.77
11286,2018-09-01,3066,F,S,Y,5,$70K - $90K,San Diego,CA,USA,Food,Produce,Vegetables,3,9.87
11287,2018-09-01,5452,F,S,N,2,$90K - $110K,Salem,OR,USA,Food,Produce,Fruit,3,13.45
11288,2018-09-01,1135,F,M,Y,2,$30K - $50K,Mexico City,DF,Mexico,Non-Consumable,Household,Electrical,3,13.15
11289,2018-09-01,1442,F,M,Y,3,$30K - $50K,Bremerton,WA,USA,Food,Frozen Foods,Meat,4,7.96
11290,2018-09-02,7166,M,S,N,0,$70K - $90K,Vancouver,BC,Canada,Food,Dairy,Dairy,5,40.60
11291,2018-09-02,366,M,S,Y,2,$130K - $150K,San Diego,CA,USA,Food,Frozen Foods,Frozen Entrees,5,22.08
11292,2018-09-02,1669,F,M,Y,5,$30K - $50K,Portland,OR,USA,Food,Baked Goods,Bread,6,23.14
11293,2018-09-02,6932,F,S,N,2,$30K - $50K,Salem,OR,USA,Non-Consumable,Checkout,Miscellaneous,2,4.87
11294,2018-09-02,7843,F,S,N,4,$30K - $50K,Bellingham,WA,USA,Food,Snack Foods,Snack Foods,5,7.40
11295,2018-09-02,9833,M,S,Y,1,$30K - $50K,San Andres,DF,Mexico,Food,Produce,Vegetables,4,10.25
11296,2018-09-02,1848,M,S,Y,0,$50K - $70K,Portland,OR,USA,Non-Consumable,Health and Hygiene,Bathroom Products,3,10.21
11297,2018-09-02,5820,M,S,Y,1,$10K - $30K,Tacoma,WA,USA,Food,Baked Goods,Bread,3,17.37
11298,2018-09-02,2921,F,S,Y,4,$30K - $50K,Spokane,WA,USA,Food,Snack Foods,Snack Foods,3,15.11
11299,2018-09-02,5592,F,S,Y,1,$10K - $30K,Spokane,WA,USA,Food,Produce,Vegetables,4,3.96
11300,2018-09-02,1636,F,S,Y,2,$30K - $50K,Hidalgo,Zacatecas,Mexico,Food,Produce,Vegetables,4,14.26
11301,2018-09-02,7182,F,S,Y,1,$10K - $30K,Salem,OR,USA,Food,Baked Goods,Bread,5,24.61
11302,2018-09-02,5036,M,S,N,1,$30K - $50K,Victoria,BC,Canada,Food,Baking Goods,Jams and Jellies,5,11.84
11303,2018-09-02,4958,M,S,N,1,$90K - $110K,Yakima,WA,USA,Non-Consumable,Household,Cleaning Supplies,3,10.51
11304,2018-09-02,5742,F,S,Y,4,$70K - $90K,Spokane,WA,USA,Food,Frozen Foods,Vegetables,4,16.65
11305,2018-09-03,1553,F,M,Y,1,$30K - $50K,Acapulco,Guerrero,Mexico,Drink,Alcoholic Beverages,Beer and Wine,6,39.42
11306,2018-09-03,6565,F,S,N,0,$10K - $30K,Seattle,WA,USA,Drink,Alcoholic Beverages,Beer and Wine,4,27.36
11307,2018-09-03,6010,M,S,N,1,$50K - $70K,San Andres,DF,Mexico,Food,Meat,Meat,5,8.15
11308,2018-09-03,9484,M,S,N,4,$50K - $70K,San Andres,DF,Mexico,Food,Meat,Meat,3,6.71
11309,2018-09-03,6524,M,S,N,3,$30K - $50K,Seattle,WA,USA,Food,Canned Foods,Canned Sardines,3,8.84
11310,2018-09-03,1917,M,M,N,1,$70K - $90K,Yakima,WA,USA,Food,Baked Goods,Bread,4,32.54
11311,2018-09-03,9781,F,S,Y,1,$50K - $70K,Bremerton,WA,USA,Food,Canned Foods,Canned Clams,3,1.90
11312,2018-09-03,3231,M,S,N,3,$10K - $30K,Tacoma,WA,USA,Food,Produce,Fruit,5,18.93
11313,2018-09-03,3021,F,M,N,3,$50K - $70K,Spokane,WA,USA,Food,Produce,Vegetables,5,21.67
11314,2018-09-03,9770,M,S,Y,4,$10K - $30K,Los Angeles,CA,USA,Non-Consumable,Periodicals,Magazines,4,8.79
11315,2018-09-03,5195,M,M,Y,0,$30K - $50K,Seattle,WA,USA,Food,Frozen Foods,Vegetables,2,5.30
11316,2018-09-03,2090,F,S,N,2,$10K - $30K,Seattle,WA,USA,Food,Snacks,Candy,3,25.58
11317,2018-09-03,7072,F,S,Y,2,$90K - $110K,Spokane,WA,USA,Food,Frozen Foods,Meat,3,6.74
11318,2018-09-03,2371,M,S,N,1,$10K - $30K,Spokane,WA,USA,Food,Eggs,Eggs,5,17.74
11319,2018-09-03,2587,F,M,N,1,$70K - $90K,Spokane,WA,USA,Non-Consumable,Health and Hygiene,Bathroom Products,5,19.89
11320,2018-09-03,4547,M,S,N,4,$30K - $50K,Salem,OR,USA,Food,Produce,Vegetables,4,15.92
11321,2018-09-03,4583,F,M,N,5,$30K - $50K,Salem,OR,USA,Food,Dairy,Dairy,3,8.14
11322,2018-09-03,8946,M,S,Y,2,$130K - $150K,Yakima,WA,USA,Non-Consumable,Household,Electrical,6,40.72
11323,2018-09-03,6582,F,M,Y,2,$10K - $30K,Vancouver,BC,Canada,Food,Canned Foods,Canned Oysters,6,22.05
11324,2018-09-03,1448,F,M,N,3,$70K - $90K,San Andres,DF,Mexico,Food,Produce,Vegetables,5,20.52
11325,2018-09-03,3186,F,M,N,3,$70K - $90K,Camacho,Zacatecas,Mexico,Food,Canned Foods,Vegetables,3,16.77
11326,2018-09-03,5666,M,S,N,4,$10K - $30K,Victoria,BC,Canada,Food,Frozen Foods,Pizza,4,8.06
11327,2018-09-03,952,M,M,Y,2,$50K - $70K,Vancouver,BC,Canada,Food,Starchy Foods,Starchy Foods,6,10.51
11328,2018-09-03,3864,M,S,N,3,$70K - $90K,Merida,Yucatan,Mexico,Drink,Alcoholic Beverages,Beer and Wine,3,10.71
11329,2018-09-03,6350,F,M,Y,2,$70K - $90K,Salem,OR,USA,Food,Deli,Meat,2,4.03
11330,2018-09-03,4958,M,S,N,1,$90K - $110K,Yakima,WA,USA,Food,Baking Goods,Jams and Jellies,2,2.70
11331,2018-09-03,7643,M,S,Y,4,$10K - $30K,San Diego,CA,USA,Food,Frozen Foods,Vegetables,4,10.03
11332,2018-09-04,1692,F,M,Y,3,$50K - $70K,San Diego,CA,USA,Non-Consumable,Health and Hygiene,Hygiene,4,2.16
11333,2018-09-04,9993,M,S,N,1,$30K - $50K,San Andres,DF,Mexico,Drink,Alcoholic Beverages,Beer and Wine,4,15.04
11334,2018-09-04,1240,F,M,Y,2,$50K - $70K,Seattle,WA,USA,Food,Dairy,Dairy,5,10.30
11335,2018-09-04,7607,F,M,Y,5,$50K - $70K,Tacoma,WA,USA,Non-Consumable,Periodicals,Magazines,4,2.81
